,Country,Popularity,Title,Artist,Album/Single,Artist_followers,Explicit,Album,Release_date,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,Genre_new
27504,Global,557.0000000000001,joy to the world,Nat King Cole,album,1438613.0,False,The Christmas Song (Expanded Edition),1962,0.5529999999999999,0.337,10.0,-10.334,1.0,0.03,0.818,0.0,0.113,0.662,101.918,84987.0,pop
47118,Global,556.8000000000002,whoopty,CJ,single,11351.0,True,Whoopty,2020-08-20,0.7140000000000001,0.609,3.0,-7.683,0.0,0.17,0.194,0.0,0.126,0.778,140.20600000000002,123480.0,else
81348,Global,556.8,instruction,Jax Jones - Demi Lovato - Stefflon Don,album,820410,False,Tell Me You Love Me (Deluxe),2017-09-29,0.7659999999999999,0.919,4.0,-3.618,0.0,0.201,0.0961,0.0,0.134,0.926,120.931,166427.0,pop
42100,Global,556.65,close  - from sr3mm,Rae Sremmurd - Swae Lee - Slim Jxmmi - Travis Scott,album,6127363.0,True,SR3MM,2018-05-04,0.691,0.736,0.0,-4.993,1.0,0.0321,0.104,0.0,0.111,0.0395,140.034,193510.0,hip hop
11899,Global,555.3,chopstix,ScHoolboy Q - Travis Scott,album,3388289.0,True,CrasH Talk,2019-04-26,0.958,0.597,9.0,-7.0920000000000005,0.0,0.111,0.0457,0.0,0.138,0.619,127.931,180453.0,rap
56169,Global,554.8,yea yea,Pop Smoke,album,2441830.0,True,Shoot For The Stars Aim For The Moon,2020-07-03,0.7170000000000001,0.474,5.0,-8.383,0.0,0.403,0.0509,0.0,0.139,0.448,123.906,185804.0,trap
15129,Global,554.05,boot,Apache 207,single,1255334.0,False,Boot,2020-06-05,0.534,0.565,1.0,-7.536,0.0,0.295,0.0665,0.0035,0.111,0.496,194.032,193017.0,hip hop
46018,Global,554.05,never love again,Eminem,album,39078037.0,True,Music To Be Murdered By,2020-01-17,0.747,0.899,5.0,-5.125,0.0,0.246,0.1,0.0,0.486,0.581,92.029,177547.0,hip hop
19537,Global,553.6000000000001,did it again,Lil Tecca,single,3014761.0,True,Did It Again,2019-07-24,0.6990000000000001,0.575,1.0,-9.922,1.0,0.159,0.218,0.0,0.112,0.234,148.767,116240.0,rap
14165,Global,553.35,midnight train,Sam Smith,album,14303985.0,False,The Thrill Of It All (Special Edition),2017-11-03,0.713,0.597,4.0,-7.117000000000001,1.0,0.0692,0.377,2.8600000000000007e-05,0.179,0.399,96.06,207164.0,pop
81039,Global,552.1500000000002,christmas time is here - vocal,Vince Guaraldi Trio,album,84886,False,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],1965,0.388,0.145,9.0,-19.697,0.0,0.0318,0.978,6.86e-06,0.0997,0.0911,75.47399999999998,166387.0,pop
69294,Global,552.15,war,Drake,album,50593376,True,Dark Lane Demo Tapes,2020-05-01,0.7490000000000001,0.792,10.0,-4.151,0.0,0.0826,0.292,0.0,0.109,0.239,144.064,180000.0,hip hop
29618,Global,551.4000000000002,woods,Mac Miller,album,5013742.0,False,Circles,2020-01-17,0.779,0.362,0.0,-10.847,1.0,0.0474,0.135,0.206,0.111,0.46,85.01100000000002,286387.0,hip hop
16406,Global,551.35,jump out the window,Big Sean,album,7838718.0,True,I Decided.,2017-02-03,0.747,0.7040000000000001,1.0,-6.7429999999999986,1.0,0.0986,0.136,0.0,0.131,0.494,136.936,213693.0,hip hop
24453,Global,550.85,no peace,Sam Smith - Yebba,album,14303985.0,False,The Thrill Of It All (Special Edition),2017-11-03,0.66,0.542,4.0,-8.11,0.0,0.077,0.343,3.89e-06,0.122,0.152,135.828,283295.0,pop
18920,Global,550.45,running over,Justin Bieber - Lil Dicky,album,39214943.0,False,Changes,2020-02-14,0.774,0.603,11.0,-7.319,1.0,0.0591,0.438,4.370000000000001e-05,0.0869,0.977,149.982,179627.0,pop
35936,Global,549.25,enigma,Lady Gaga,album,14439685.0,False,Chromatica,2020-05-29,0.669,0.804,0.0,-4.035,1.0,0.036000000000000004,0.0306,0.0,0.6940000000000001,0.184,116.001,179760.0,pop
35096,Global,548.85,tragic endings,Eminem - Skylar Grey,album,39078037.0,True,Revival,2017-12-15,0.634,0.7709999999999999,4.0,-4.957,0.0,0.295,0.429,0.0,0.6890000000000001,0.522,80.971,252027.0,hip hop
76662,Global,548.5,problems,Lil Wayne,album,9717614,True,Tha Carter V,2018-09-28,0.8029999999999999,0.5710000000000001,2.0,-6.937,1.0,0.29600000000000004,0.0169,0.0,0.252,0.101,140.002,208504.0,hip hop
26896,Global,548.0,girls need love  - remix,Summer Walker - Drake,album,1739825.0,True,Last Day Of Summer,2018-10-19,0.6559999999999999,0.4320000000000001,6.0,-9.481,0.0,0.217,0.443,0.0,0.132,0.0897,97.022,222374.0,pop
33467,Global,547.55,we are bulletproof : the eternal,BTS,album,24755789.0,False,MAP OF THE SOUL : 7,2020-02-21,0.526,0.575,9.0,-5.215,0.0,0.0309,0.225,0.0,0.108,0.19,84.04700000000003,261543.0,k-pop
15016,Global,547.45,my choppa hate niggas,21 Savage - Metro Boomin,album,8668809.0,True,Without Warning,2017-10-30,0.862,0.274,0.0,-5.818,0.0,0.484,0.0974,0.185,0.183,0.146,77.493,148640.0,hip hop
7021,Global,547.2,stunnin,Curtis Waters - Harm Franklin,album,49747.0,True,Pity Party,2020-10-09,0.885,0.685,11.0,-6.4289999999999985,0.0,0.0627,0.33,0.0,0.14800000000000002,0.937,99.954,144000.0,else
50273,Global,546.4,jingle bells - remastered 1999,Frank Sinatra,album,4274718.0,False,A Jolly Christmas From Frank Sinatra,1957-09,0.512,0.339,8.0,-13.119000000000002,1.0,0.0498,0.727,0.0,0.0977,0.951,174.609,120693.0,pop
42689,Global,545.8,call casting,Migos,album,10919803.0,True,Culture,2017-01-27,0.852,0.727,1.0,-4.851,1.0,0.267,0.0962,0.0,0.154,0.496,130.014,232705.0,hip hop
23693,Global,545.1,c7osure,Lil Nas X,single,3624644.0,False,7 EP,2019-06-21,0.847,0.742,8.0,-5.515,0.0,0.247,0.397,0.0,0.135,0.56,133.989,148653.0,rap
62525,Global,544.8000000000002,on my way,Alan Walker - Sabrina Carpenter - Farruko,album,24925809,False,Live Fast (Japan Exclusive),2019-08-09,0.509,0.6890000000000001,1.0,-4.9289999999999985,0.0,0.102,0.0209,0.0,0.301,0.297,170.08700000000005,193798.0,house
11284,Global,544.6,staring at the sky,XXXTENTACION,album,22910410.0,False,SKINS,2018-12-07,0.557,0.338,5.0,-9.892,1.0,0.0257,0.134,0.00184,0.14,0.6890000000000001,140.935,85124.0,rap
34101,Global,544.6,peace & love,Charlie Charles - Sfera Ebbasta - Ghali,single,442287.0,True,Peace & Love,2018-05-04,0.68,0.785,8.0,-5.313,1.0,0.0615,0.14,0.0,0.309,0.319,152.96200000000005,182745.0,hip hop
57786,Global,544.15,fun tonight,Lady Gaga,album,14439685.0,False,Chromatica,2020-05-29,0.645,0.923,11.0,-4.262,1.0,0.0725,0.364,1.06e-06,0.14,0.32299999999999995,117.945,173427.0,pop
41739,Global,542.5,white sand,Migos - Travis Scott - Ty Dolla $ign - Big Sean,album,10919803.0,True,Culture II,2018-01-26,0.8270000000000001,0.591,5.0,-7.504,0.0,0.0744,0.0307,0.0,0.273,0.402,142.113,202835.0,hip hop
12655,Global,542.05,sine from above,Lady Gaga - Elton John,album,14439685.0,False,Chromatica,2020-05-29,0.642,0.792,0.0,-5.746,0.0,0.0488,0.158,9.84e-06,0.68,0.0903,122.965,244880.0,pop
10441,Global,540.0500000000002,honest,The Chainsmokers,album,16931568.0,False,Memories...Do Not Open,2017-04-07,0.6729999999999999,0.514,0.0,-10.772,0.0,0.0465,0.0121,8.499999999999999e-05,0.385,0.312,100.035,208000.0,pop
54007,Global,539.95,fine line,Harry Styles,album,10361677.0,False,Fine Line,2019-12-13,0.306,0.34700000000000003,2.0,-8.5,1.0,0.0334,0.172,0.00013000000000000002,0.0485,0.0511,120.996,377960.0,pop
67091,Global,539.55,ew,Joji,album,3586162,False,Nectar,2020-09-24,0.48,0.373,10.0,-9.297,1.0,0.0278,0.804,0.067,0.12,0.0376,114.078,207710.0,r&b/soul
75657,Global,538.15,zombie,Samra - Capital Bra,single,874886,False,Zombie,2019-07-11,0.565,0.604,2.0,-5.7639999999999985,0.0,0.13,0.218,0.0,0.104,0.32299999999999995,109.085,176535.0,hip hop
58209,Global,537.6,bad husband,Eminem - X Ambassadors,album,39078037.0,True,Revival,2017-12-15,0.51,0.72,10.0,-5.157,0.0,0.317,0.083,0.0,0.118,0.451,94.289,287893.0,hip hop
76273,Global,537.55,christmas tree farm,Taylor Swift,single,33485486,False,Christmas Tree Farm,2019-12-06,0.598,0.68,7.0,-4.505,1.0,0.0331,0.06,0.0,0.324,0.4370000000000001,134.002,228027.0,pop
41167,Global,535.5,cooler than a bitch,Gunna - Roddy Ricch,album,2611308.0,True,WUNNA,2020-05-22,0.8370000000000001,0.586,11.0,-8.521,0.0,0.0807,0.281,0.0,0.134,0.618,117.066,197000.0,hip hop
78767,Global,535.2,party girl,StaySolidRocky - Lil Uzi Vert,single,106823,True,Party Girl (Remix),2020-07-10,0.752,0.375,6.0,-10.157,0.0,0.204,0.5329999999999999,0.0,0.175,0.591,129.995,147673.0,rap
37145,Global,534.8,ronca freestyle,Bad Bunny,album,26265604.0,True,LAS QUE NO IBAN A SALIR,2020-05-10,0.856,0.6559999999999999,5.0,-6.483,0.0,0.131,0.165,0.0,0.0998,0.586,90.041,150060.0,latin
12848,Global,534.4,papi chulo,Octavian - Skepta,single,188889.0,True,Papi Chulo,2020-03-13,0.866,0.563,11.0,-6.964,0.0,0.108,0.185,0.0,0.0889,0.307,127.954,161668.0,r&b/soul
23863,Global,533.5999999999998,anpanman,BTS,album,24755789.0,False,Love Yourself 轉 'Tear',2018-05-18,0.813,0.875,1.0,-2.92,0.0,0.0918,0.0237,0.0,0.28800000000000003,0.7559999999999999,99.004,232966.0,k-pop
46910,Global,533.3,untouchable,Eminem,album,39078037.0,True,Revival,2017-12-15,0.546,0.89,7.0,-3.38,1.0,0.513,0.0781,0.0,0.146,0.636,177.612,370133.0,hip hop
2911,Global,532.5,cupido,Sfera Ebbasta - Quavo,album,4040606.0,True,Rockstar,2018-01-19,0.8029999999999999,0.695,4.0,-5.164,0.0,0.0413,0.0622,0.0,0.105,0.458,119.978,210107.0,hip hop
31426,Global,531.2,project dreams,Marshmello - Roddy Ricch,single,27670203.0,False,Project Dreams,2018-12-07,0.777,0.831,8.0,-2.129,1.0,0.177,0.42,0.0,0.105,0.7909999999999999,160.153,167898.0,dance/electronic
15243,Global,531.0,wunna,Gunna,album,2611308.0,True,WUNNA,2020-05-22,0.89,0.455,0.0,-9.0,1.0,0.255,0.0217,0.0058,0.11,0.313,148.009,158240.0,hip hop
46279,Global,530.4000000000002,pills & automobiles,Chris Brown - Yo Gotti - A Boogie Wit da Hoodie - Kodak Black,album,12520603.0,True,Heartbreak on a Full Moon,2017-10-31,0.82,0.696,7.0,-4.918,0.0,0.182,0.119,0.0,0.232,0.617,144.981,293435.0,pop
8600,Global,529.8,good in bed,Dua Lipa,album,20575026.0,True,Future Nostalgia,2020-03-27,0.68,0.701,5.0,-5.001,1.0,0.0917,0.138,0.000191,0.168,0.649,94.06,218754.0,pop
210,Global,529.2,marys boy child / oh my lord,Boney M.,album,789976.0,False,Worldmusic for Christmas,2017-11-10,0.7809999999999999,0.718,0.0,-8.722000000000001,1.0,0.0361,0.278,0.0,0.202,0.925,112.542,241427.0,funk
7487,Global,528.9000000000002,pick up,DaBaby - Quavo,album,4807934.0,True,BLAME IT ON BABY,2020-04-17,0.915,0.612,1.0,-4.535,1.0,0.407,0.0944,0.0,0.115,0.758,129.93,118547.0,hip hop
951,Global,528.5,tough love,Avicii - Agnes - Vargas & Lagola,album,18439913.0,False,TIM,2019-06-06,0.402,0.754,8.0,-4.837,1.0,0.0432,0.14300000000000002,0.0,0.358,0.621,108.17,191248.0,house
42116,Global,528.5,"if im lyin, im flyin",Kodak Black,single,6344939.0,True,"If I'm Lyin, I'm Flyin",2018-09-28,0.715,0.617,11.0,-5.558,0.0,0.242,0.1,3.62e-06,0.18600000000000005,0.289,176.108,130929.0,rap
72640,Global,527.9999999999999,parado no bailão,MC L da Vinte - MC Gury,single,339411,False,Parado no Bailão,2018-07-23,0.828,0.599,11.0,-1.624,1.0,0.149,0.381,0.0,0.0775,0.478,86.53299999999999,171692.0,funk
80536,Global,527.2,alocao,Omar Montes - Bad Gyal,single,244450,False,Alocao (With Bad Gyal),2019-10-24,0.6729999999999999,0.752,11.0,-4.705,0.0,0.0567,0.214,1.53e-06,0.106,0.6990000000000001,178.005,209320.0,else
25923,Global,526.9,when to say when,Drake,album,50593376.0,True,Dark Lane Demo Tapes,2020-05-01,0.41,0.82,1.0,-6.808,1.0,0.5329999999999999,0.252,0.0,0.5379999999999999,0.526,170.718,223124.0,hip hop
68447,Global,526.4000000000002,miss you,James Hersey,single,48719,False,Pages,2017-05-05,0.88,0.605,5.0,-7.6389999999999985,0.0,0.0531,0.104,0.00488,0.106,0.626,120.017,206099.0,house
63387,Global,523.6,moshpit,Kodak Black - Juice WRLD,album,6344939,True,Dying to Live,2018-12-14,0.769,0.627,7.0,-4.064,1.0,0.262,0.394,0.0,0.106,0.49,157.938,164038.0,rap
79464,Global,523.2,estamos bien,Don Khuma,album,16,True,Vivencias,2016-06-10,0.794,0.5760000000000001,9.0,-4.941,0.0,0.109,0.799,3.23e-06,0.122,0.458,120.087,208379.0,else
27645,Global,521.65,cold december night,Michael Bublé,album,4155593.0,False,Christmas,2011-10-14,0.517,0.7020000000000001,3.0,-6.763,1.0,0.0247,0.00722,0.0,0.0896,0.414,83.87299999999998,198267.0,pop
45772,Global,521.05,wanted,OneRepublic,single,10901364.0,False,Wanted,2019-09-06,0.6679999999999999,0.534,1.0,-6.586,1.0,0.0677,0.16399999999999998,0.0,0.1,0.711,145.816,136248.0,pop
66220,Global,520.8000000000002,orlando,XXXTENTACION,album,22910410,True,17,2017-08-25,0.57,0.0279,1.0,-22.282,1.0,0.0588,0.8590000000000001,0.0892,0.254,0.28,84.902,163840.0,rap
67522,Global,520.45,meet me in the hallway,Harry Styles,album,10361677,False,Harry Styles,2017-05-12,0.537,0.383,2.0,-6.528,1.0,0.0247,0.747,0.00025,0.35600000000000004,0.339,104.252,227200.0,pop
43389,Global,520.05,on me,Meek Mill - Cardi B,album,4533789.0,True,Championships,2018-11-30,0.8640000000000001,0.6659999999999999,1.0,-5.525,1.0,0.234,0.0482,0.0,0.134,0.5379999999999999,132.12,225008.0,hip hop
65250,Global,519.15,royal rumble,Kalazh44 - Capital Bra - Samra - Nimo - Luciano,single,89668,True,Royal Rumble,2019-06-14,0.591,0.888,1.0,-3.161,1.0,0.274,0.105,2.63e-05,0.0928,0.574,126.881,245000.0,trap
60000,Global,518.9,replay,Lady Gaga,album,14439685,False,Chromatica,2020-05-29,0.6579999999999999,0.878,1.0,-3.875,1.0,0.123,0.00792,0.0,0.944,0.6829999999999999,122.015,186653.0,pop
11964,Global,518.4000000000003,+linda,Dalex,single,2661429.0,False,+Linda,2020-04-20,0.66,0.503,9.0,-5.501,1.0,0.34,0.131,0.0,0.13,0.396,175.896,161748.0,latin
44522,Global,518.0,ich weiß nicht mal wie sie heißt,Capital Bra - Bozza,single,3722987.0,False,Ich weiß nicht mal wie sie heißt,2020-06-18,0.498,0.836,10.0,-3.905,0.0,0.184,0.525,0.0,0.0994,0.609,199.846,168750.0,hip hop
61078,Global,517.3,dance again,Selena Gomez,album,23289724,False,Rare,2020-01-10,0.784,0.552,1.0,-7.261,0.0,0.0871,0.0447,0.0,0.192,0.465,111.984,170498.0,pop
73355,Global,516.9500000000002,affalterbach,Shindy,single,749692,True,Affalterbach,2019-03-26,0.8190000000000001,0.674,6.0,-4.663,1.0,0.327,0.013,0.0,0.384,0.7659999999999999,115.897,173220.0,hip hop
13841,Global,516.8,aint it different,Headie One - AJ Tracey - Stormzy,single,220967.0,True,Ain't It Different (feat. AJ Tracey & Stormzy),2020-08-20,0.767,0.569,4.0,-6.805,0.0,0.21600000000000005,0.00988,1.4499999999999997e-05,0.109,0.524,77.05199999999998,196363.0,hip hop
63549,Global,516.6,hurt feelings,Mac Miller,album,5013742,True,Swimming,2018-08-03,0.69,0.462,8.0,-8.054,1.0,0.13,0.343,0.00218,0.113,0.325,157.655,245640.0,hip hop
32691,Global,515.6999999999998,live off my closet,Lil Baby - Future,album,5372519.0,True,My Turn,2020-02-28,0.807,0.6779999999999999,6.0,-3.244,0.0,0.177,0.0345,0.0,0.0986,0.21,147.004,173061.0,hip hop
52692,Global,515.6,breathe deeper,Tame Impala,album,4300741.0,False,The Slow Rush,2020-02-14,0.664,0.848,11.0,-4.51,0.0,0.0322,0.0245,0.000127,0.172,0.502,104.998,372867.0,dance/electronic
53653,Global,515.35,kids in love,Kygo - The Night Game,album,6858400.0,False,Kids in Love,2017-11-03,0.499,0.6729999999999999,0.0,-4.505,1.0,0.0348,0.399,1.21e-06,0.208,0.301,121.87,263400.0,dance/electronic
25906,Global,515.2,im not the only one,Sam Smith,album,14303985.0,False,In The Lonely Hour,2014-01-01,0.453,0.496,5.0,-5.785,1.0,0.0453,0.5539999999999999,2.65e-05,0.0772,0.501,80.994,239317.0,pop
17156,Global,514.05,everybody,Mac Miller,album,5013742.0,False,Circles,2020-01-17,0.875,0.599,9.0,-9.077,0.0,0.138,0.0333,0.0143,0.113,0.112,152.061,256507.0,hip hop
9881,Global,513.3000000000002,draco,Future,album,9442830.0,True,FUTURE,2017-08-04,0.804,0.456,8.0,-7.44,1.0,0.0468,0.000668,0.0,0.31,0.165,130.014,225135.0,hip hop
15110,Global,512.8,sun comes up,Rudimental - James Arthur,single,1217112.0,False,Sun Comes Up (feat. James Arthur),2017-06-30,0.619,0.858,10.0,-5.28,1.0,0.0929,0.007909999999999999,0.0,0.173,0.23,106.017,232627.0,pop
8457,Global,512.3000000000002,zombie,The Cranberries,album,2230381.0,False,No Need To Argue (The Complete Sessions 1994-1995),1994-10-03,0.309,0.649,7.0,-8.994,1.0,0.035,0.0158,0.00595,0.3670000000000001,0.313,166.915,306440.0,rock
49204,Global,512.0,gorgeous,Taylor Swift,album,33485486.0,False,reputation,2017-11-10,0.8,0.535,7.0,-6.684,1.0,0.135,0.0713,9.48e-06,0.213,0.451,92.027,209680.0,pop
5232,Global,510.6,"merry christmas, happy holidays",*NSYNC,album,1371493.0,False,Home For Christmas,1998-10-23,0.643,0.939,5.0,-3.967,1.0,0.0463,0.104,0.0,0.8809999999999999,0.7559999999999999,104.999,255307.0,boy band
32073,Global,509.4,majesty,Nicki Minaj - Labrinth - Eminem,album,19152566.0,True,Queen,2018-08-10,0.81,0.73,11.0,-5.209,0.0,0.223,0.314,0.0,0.105,0.568,157.004,295653.0,pop
32686,Global,509.05,thru your phone,Cardi B,album,13132135.0,True,Invasion of Privacy,2018-04-06,0.8370000000000001,0.5489999999999999,0.0,-5.722,1.0,0.16699999999999998,0.17,0.0,0.057,0.209,121.954,188524.0,pop
42891,Global,508.6,inner child,BTS,album,24755789.0,False,MAP OF THE SOUL : 7,2020-02-21,0.589,0.696,11.0,-7.981,1.0,0.0725,0.017,0.0,0.0808,0.332,134.953,233266.0,k-pop
10508,Global,507.2,dreamcatcher,Metro Boomin - Swae Lee - Travis Scott,album,2130658.0,True,NOT ALL HEROES WEAR CAPES,2018-11-02,0.675,0.23,1.0,-10.363,0.0,0.204,0.191,0.0,0.104,0.101,173.96200000000005,211920.0,hip hop
81812,Global,506.7,dhl,Frank Ocean,single,6628942,True,DHL,2019-10-19,0.8190000000000001,0.458,4.0,-10.223,0.0,0.16699999999999998,0.5820000000000001,0.173,0.128,0.232,122.981,268893.0,r&b/soul
8506,Global,506.1,rondo,6ix9ine - Tory Lanez - Young Thug,album,5963018.0,True,DAY69,2018-02-23,0.765,0.8009999999999999,9.0,-4.809,0.0,0.174,0.0595,0.0,0.7240000000000001,0.747,95.071,138474.0,rap
21702,Global,506.0,yes indeed,Lil Baby - Drake,single,5372519.0,True,Yes Indeed,2018-05-15,0.964,0.34600000000000003,5.0,-9.309,0.0,0.53,0.035,0.0,0.108,0.562,119.958,142273.0,hip hop
44136,Global,505.6,yaya,6ix9ine,single,5963018.0,True,YAYA,2020-07-03,0.672,0.733,11.0,-5.377000000000002,1.0,0.0566,0.00289,0.0,0.199,0.354,105.043,149857.0,rap
13881,Global,504.95000000000016,blow,Ed Sheeran - Chris Stapleton - Bruno Mars,single,71783101.0,False,BLOW (with Chris Stapleton & Bruno Mars),2019-07-05,0.631,0.7959999999999999,1.0,-5.35,1.0,0.0401,0.000245,0.0115,0.38,0.596,92.469,209120.0,pop
47008,Global,504.0,lifes a mess,Juice WRLD - Halsey,single,13266070.0,True,Life's A Mess (feat. Halsey),2020-07-06,0.636,0.448,1.0,-8.969,1.0,0.0359,0.335,0.0,0.17,0.18600000000000005,143.124,202206.0,rap
21829,Global,503.95000000000016,you be love,Avicii - Billy Raffoul,single,18439913.0,False,AVĪCI (01),2017-08-09,0.826,0.466,4.0,-7.521,0.0,0.0425,0.0351,0.0092,0.0833,0.5479999999999999,124.95,207546.0,house
54479,Global,503.20000000000016,solo de mi,Bad Bunny,single,26265604.0,True,Solo de Mi,2018-12-14,0.743,0.73,10.0,-4.314,0.0,0.125,0.287,8.1e-05,0.0778,0.15,179.972,197968.0,latin
49192,Global,503.20000000000016,money bag,Cardi B,album,13132135.0,True,Invasion of Privacy,2018-04-06,0.947,0.7879999999999999,10.0,-6.138,0.0,0.124,0.107,0.000691,0.108,0.454,129.977,229005.0,pop
15993,Global,502.4,sorry,Beyoncé,album,24958001.0,True,Lemonade,2016-04-23,0.775,0.598,2.0,-7.274,1.0,0.0535,0.00175,4.44e-06,0.253,0.35600000000000004,129.988,232560.0,pop
78270,Global,502.05,plastic doll,Lady Gaga,album,14439685,False,Chromatica,2020-05-29,0.743,0.853,0.0,-4.842,1.0,0.04,0.0019,3.4899999999999995e-05,0.0872,0.422,121.028,221667.0,pop
8142,Global,501.95,a$ap forever remix,A$AP Rocky - Moby - T.I. - Kid Cudi,album,8122580.0,True,TESTING,2018-05-25,0.428,0.754,5.0,-6.416,0.0,0.179,0.3,0.0,0.136,0.394,125.948,315773.0,hip hop
40116,Global,498.4,dubai shit,Huncho Jack - Travis Scott - Quavo - Offset,album,753875.0,True,"Huncho Jack, Jack Huncho",2017-12-21,0.774,0.529,5.0,-4.479,0.0,0.0532,0.0674,0.0,0.0814,0.227,138.072,228431.0,hip hop
10083,Global,497.85,fallin all in you,Shawn Mendes,album,29743681.0,False,Shawn Mendes,2018-05-25,0.853,0.477,8.0,-6.697,1.0,0.0362,0.401,0.0,0.111,0.8,92.03,235747.0,pop
60570,Global,497.15,deep pockets,Drake,album,50593376,True,Dark Lane Demo Tapes,2020-05-01,0.473,0.8240000000000001,7.0,-3.68,0.0,0.163,0.482,0.0,0.605,0.374,77.888,222929.0,hip hop
70631,Global,496.0,one step closer,Linkin Park,album,17132813,False,Hybrid Theory (Bonus Edition),2000-10-24,0.4920000000000001,0.969,9.0,-4.419,1.0,0.0491,0.0014,1.32e-06,0.0787,0.5379999999999999,95.136,157333.0,metal
28809,Global,495.95000000000016,freedom,Kygo - Zak Abel,single,6858400.0,False,Freedom,2020-04-17,0.715,0.635,7.0,-6.591,1.0,0.0791,0.127,0.0,0.0862,0.39,112.887,198635.0,dance/electronic
67429,Global,495.50000000000017,say amen,Panic! At The Disco,single,10097733,False,Say Amen for Silver Linings,2018-03-21,0.491,0.867,6.0,-2.313,0.0,0.103,0.16699999999999998,0.0,0.458,0.602,167.965,189187.0,pop
33446,Global,495.20000000000016,we are the champions - remastered 2011,Queen,album,29836055.0,False,News Of The World (2011 Remaster),1977-10-28,0.268,0.459,10.0,-6.94,1.0,0.0346,0.378,0.0,0.118,0.175,64.17699999999999,179200.0,rock
45570,Global,495.20000000000016,asesina,Brytiago - Darell - Arevi,single,2905420.0,True,Asesina,2018-05-10,0.835,0.703,10.0,-4.177,0.0,0.231,0.56,0.0,0.14400000000000002,0.502,94.211,187255.0,latin
50483,Global,493.75,on off,SHIRIN DAVID - GIMS,single,490063.0,False,ON OFF (feat. Maître Gims),2019-06-27,0.639,0.4370000000000001,9.0,-10.247,0.0,0.365,0.76,0.0,0.0676,0.72,105.15,191608.0,rap
72912,Global,492.85,my type,The Chainsmokers - Emily Warren,album,16931568,False,Memories...Do Not Open,2017-04-07,0.604,0.603,7.0,-6.324,0.0,0.0389,0.0357,0.0,0.126,0.15,94.989,217413.0,pop
61742,Global,492.00000000000006,keke,6ix9ine - Fetty Wap - A Boogie Wit da Hoodie,album,5963018,True,DAY69,2018-02-23,0.598,0.863,2.0,-5.745,1.0,0.281,0.0374,0.0,0.406,0.453,187.955,151915.0,rap
41519,Global,491.20000000000016,die for you,The Weeknd,album,25562055.0,False,Starboy,2016-11-24,0.586,0.525,1.0,-7.1629999999999985,0.0,0.0615,0.111,0.0,0.134,0.508,133.629,260253.0,r&b/soul
